,Realized_Vol,PE,Imp_Vol,Short_Int,Beta_Factor,Market_Cap,Op_Margin,Ret_On_Equity,RSI_Momentum,Turnover
PTC UW Equity,-0.0036627596169225046,7.440250378379354e-05,3.879368225113668e-05,-6.813205114708301e-10,0.006659838265396852,-2.3052996583071663e-06,-9.141775069867919e-06,0.00011954984083769249,-3.857623202692012e-05,-5.209250030765933e-12
PWR UN Equity,-0.010314042854689865,-0.00023084570654647937,0.0002157059944957487,-2.371886869502482e-10,0.006371147430838193,-1.3236067102052949e-06,-0.00012895434774920917,0.00034066082833762934,-8.831423518348013e-06,1.0492343184198837e-12
PYPL UW Equity,-0.0011566253183956567,-0.010264557543615601,0.00025054215139887616,-6.431267629297551e-10,0.01545622295348075,2.392672124400092e-06,-1.0509766315220326e-05,0.011962158882333585,0.00025929873806933713,2.078783634472696e-11
Q UN Equity,,,,,,,,,,
QCOM UW Equity,-0.010938986794290758,-0.0002465008349743831,0.0002942933609735019,-1.1291415621388364e-09,0.0062213444681625376,1.03394702275711e-08,-9.97867305014599e-06,-0.00020401826441281606,-3.8361899781461166e-05,4.878225623000774e-13
RCL UN Equity,-0.009827655005364866,-0.00013122298946447423,0.00023657162431882335,3.684026078009693e-11,-0.0009005042513464267,5.065668572446315e-07,0.00011678427904408202,-0.0009677784665160189,-3.114115560752382e-05,1.2753632325461334e-11
REG UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REGN UW Equity,-0.004104538975012267,-2.0926220612882813e-06,0.00011516132976075077,-1.3910256576177249e-10,-0.0011711120125624756,-6.9406150107016744e-09,4.753708118466599e-06,-6.314568672593896e-06,5.347635300432559e-06,1.136893186990105e-11
RF UN Equity,-0.014599448139534212,5.915790548865634e-05,0.0003425494008560904,-7.440306076133566e-10,-0.00038208641982569744,-2.3641408592535483e-07,5.3745989101191875e-05,9.369543432732765e-05,-5.6412299091659826e-05,-3.320194561854586e-11
RJF UN Equity,-0.026263668576289746,-0.0004968208934532101,0.0004745139319496283,1.761925317097682e-10,0.001111387894473663,8.20987030855964e-07,0.0011979622274749977,-0.0013937911453158606,-0.0001284618455756406,3.084777654543826e-11
RL UN Equity,-0.009024208434291688,-0.001591111726323651,0.00013535736697572193,-1.7883009333437966e-10,0.029360446452685533,1.4888837772381215e-06,5.607838358946051e-05,-0.0011380740593571065,-1.929562195711083e-05,8.47658787250555e-12
RMD UN Equity,-0.0019295642234932959,-0.0002830917911746887,6.0363247039492966e-05,4.393839385830707e-11,0.002231326206992889,-1.3973311241996374e-06,0.000249413869480438,0.0003357680940965186,-1.143944348574764e-06,1.1353107884674976e-11
ROK UN Equity,-0.011062520070778707,2.288999646666196e-06,0.00023478157609174764,1.510887237141074e-10,0.002122206389822405,2.814488840312589e-07,-0.00041600433791136364,3.980997171790065e-05,-8.678967348953762e-05,-1.2392027203757209e-11
ROL UN Equity,0.0008798102122723327,-0.0007651412158294426,0.00018861600252407005,3.3778107176068356e-10,0.0031175721329805665,2.5426496421633663e-06,0.00022694297568657146,0.00032798550768318335,-0.00012045789966481525,5.850171002825765e-12
ROP UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROST UW Equity,-0.011595235967034333,-0.0010013239924133927,0.00027282022223366887,-3.6418067616379544e-10,0.005842212749927905,2.7251969610399163e-07,0.0008787506743591183,-7.766747517993385e-05,-7.687773454233924e-06,8.626770491832976e-12
RSG UN Equity,-0.005630952842907899,8.340919565286208e-06,3.1635776857482604e-05,9.470882159062263e-10,0.005124010088204975,-3.4842974960595683e-07,0.0001948769775015347,-0.0001170080183761295,-6.696243411448319e-05,8.686018447874191e-12
RTX UN Equity,-0.012997357348614038,-0.000292477088792354,0.00020596040252534675,-1.9291451434838996e-10,0.00968654383446066,-2.1707633986646897e-08,1.5743994766734834e-06,-0.0002809836470838835,-1.5714489257960476e-05,-3.06616174701534e-13
RVTY UN Equity,-0.011992217534118638,-0.0001659909389876658,0.00014883299858808568,-3.7120551811157806e-11,0.008280594860432635,-5.272639165384955e-07,-4.28200230902656e-05,-0.0001979235837581254,-4.8419050017087496e-05,1.2716458130660988e-10
SBAC UW Equity,-0.017361861941465172,1.0883995946884513e-07,0.0003701412003929288,3.1813514348816556e-11,-0.0037018241651043957,1.8189382569867185e-07,6.705710871846672e-05,-3.1925284789613966e-05,-7.50145778317886e-05,-4.639842907977283e-11
SBUX UW Equity,-0.006484770256689985,-0.0003300050259157475,9.93115185210606e-05,-1.179706411846305e-10,0.008581689189680072,9.981435841264922e-08,6.819253774205401e-06,-1.457637700683221e-05,-4.492513620156368e-05,-7.46874637199484e-12
SCHW UN Equity,-0.004879151157304302,-0.00016950356006076227,-1.6732184833204187e-06,1.3298337607814031e-10,0.008688610944009249,1.495349243680503e-08,-8.495478290453761e-05,-5.348998963121306e-05,-4.7643281670850914e-05,-1.2751733090085442e-11
SHW UN Equity,-0.004418933717771937,0.0003132839846347059,0.00013977475731960295,2.546234601724431e-11,-0.0001830575349502359,-1.4124325729578546e-07,3.065890428742758e-05,-2.11025455917542e-05,-0.00011171538417166876,-1.4822305398249556e-12
SJM UN Equity,-0.004076229637432699,-9.248116131549896e-05,4.192157394705341e-05,3.600055538892158e-10,0.0013541644722647101,-5.053853345977497e-08,0.00021126689679549116,-0.0001060529995148473,-2.422428038647048e-05,-1.6730561184971438e-13
SLB UN Equity,-0.020128625834960796,-0.00016871043008631696,0.0001605138937957211,5.2712324102217845e-11,0.009359232016529084,-6.201195427674995e-08,-2.5642368844240208e-05,8.274148918774378e-05,-5.381326908676936e-05,7.048776108006204e-13
SMCI UW Equity,-0.006234782518633733,-0.0005800988428015955,0.00044620583750282054,-3.9668839990664544e-10,0.0008364451097021234,3.829308460614944e-06,0.0008670772750079002,-0.0006996705233939639,-3.64029682918883e-06,-7.991975809491248e-10
SNA UN Equity,0.0002418038969176818,-0.0008501412316682312,0.000142679757259025,-3.111826848781957e-11,0.026712342912347246,2.9730202264952556e-06,-0.0005871299980808915,-0.0012966746641721468,-6.364066354066711e-05,3.364223496787093e-11
SNPS UW Equity,-0.012131468253412964,-2.6234573320304093e-05,0.00023578091222567615,-9.516445496613511e-11,-0.0010591565422314129,5.182304848497129e-07,0.00011123330288514944,-0.00016777798464392957,-8.726137079080186e-05,6.8996741763089e-11
SO UN Equity,-0.008072508148128741,-0.0007876338137281251,0.00014301076472181132,-3.606262674084425e-10,0.004447739402676944,2.2326422857266282e-07,9.77468361704117e-05,0.00027055084382344584,-4.184149690499956e-05,-7.991134380557338e-12
SOLV UN Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPG UN Equity,-0.019580486184816857,-0.00020055001254862208,0.00032804264157991253,-1.5108275526369735e-10,0.0028552239480802914,1.7738594834812188e-07,-1.4145518214575155e-05,-4.1963385482683376e-05,-0.00012232612454529722,3.2896291862871164e-11
SPGI UN Equity,-0.009364933902172355,0.00018857409207266538,0.00016726185673538046,-3.896370314023967e-10,0.00016445167859334203,-1.2048884587381863e-07,-1.4834429034980674e-05,1.2518820461273624e-05,-2.678169110940457e-05,-5.947918952530382e-11
SRE UN Equity,-0.003647149659257158,0.0003744726665468464,9.134205154795244e-05,-8.411373280275168e-11,0.0035784049144676885,-2.839601397539411e-07,3.171964131514285e-05,5.219416076680789e-05,-7.613408551923969e-05,-4.984437065308755e-11
STE UN Equity,-0.0059705837270814105,-0.00023103423876277406,1.080176296856855e-06,6.75657144592869e-10,0.0007277328728870739,5.800628087205026e-07,-2.800875971831648e-05,-0.00021923701037456875,-7.179785110697796e-05,4.477584693985483e-11
STLD UW Equity,-0.0034525359228286924,1.0694788395906377e-06,9.846628580449757e-05,1.7573822012232327e-11,0.0034227049909708865,-7.850066788953688e-07,-6.63238645072857e-05,-4.842631735473239e-05,-6.662112770678472e-05,-2.831608877024765e-11
STT UN Equity,-0.006974404880872563,-8.698488679943841e-05,0.0002031334300333827,7.682979237669879e-10,0.0017502684986587184,-7.077951829865094e-08,0.00011101579788673615,0.00014120609336267212,-0.0001494576980683223,-1.998627610281351e-11
STX UW Equity,-0.004100336389960442,-0.0001614890295564859,-1.4946476570903792e-05,6.791978516333207e-11,0.005697135406819022,-2.6654475964316165e-07,-7.692749314415852e-05,-1.3151941123772392e-05,2.1122367268282872e-05,5.159097931686495e-12
STZ UN Equity,0.00010903354284472156,2.199767914508823e-05,8.075552866633798e-05,-4.3596480030165105e-10,0.0016005427385766002,-7.604846161253217e-08,4.40656701354192e-05,2.602177578488386e-05,-5.7964953076219646e-05,3.811729256561542e-11
SW UN Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWK UN Equity,-0.008796972199870154,5.2718373213147065e-05,0.00019682844878352355,2.4664763139091295e-10,0.0025596299187547796,4.389117749616992e-08,0.000227070082514745,-0.00026739371997743373,-0.0001118238889025331,-3.678090471598081e-11
SWKS UW Equity,-0.011939704368362797,-0.00017712210666261542,0.0002697945165435334,-2.733141394781575e-10,-0.0011072458951658715,-2.5600926631904815e-07,0.00034492666015797663,-0.00029790285728314753,-2.826566101531766e-05,3.1940419544147426e-11
SYF UN Equity,-0.004026792008833547,0.005274763741485337,5.4853034589122864e-05,1.3353224808682816e-12,0.011221423906469538,-2.985601134423736e-06,1.2072203413845246e-06,0.00032336748271773267,2.4399801388701027e-05,1.7186751595954293e-12
SYK UN Equity,-0.01791859956861728,0.00027431467828677,0.00023268964578438005,8.869434431295024e-10,0.012311487182080468,-4.2634066914942655e-07,0.00013745584672578658,-0.0005800419494293164,-3.5719967251269085e-05,-6.235259137729088e-12
SYY UN Equity,-0.006913972615334121,7.167586339246586e-05,-8.81948855964626e-05,1.2827140560550043e-09,0.022012992137965398,-8.888444512052493e-07,-0.00025770787956887675,0.00012740122414187468,-7.049693403148334e-05,1.9767307247233887e-11
T UN Equity,-0.015845046740064848,0.00048701726542432435,0.0003579463495439411,3.3782976205254765e-10,-0.007191247931534523,-3.6157142585248954e-08,-3.6876487444257224e-06,6.919828651803625e-05,-7.882331812184798e-06,6.213997591749788e-12
TAP UN Equity,0.006226701382556646,3.3228617924608225e-05,-1.2351541688831271e-05,2.493526520929276e-10,0.007518331547752103,-5.879017032931509e-07,2.5034652330278605e-05,3.3535255490296396e-05,-5.143854075890058e-05,1.9780214933243002e-11
TDG UN Equity,-0.005344158223053638,2.2235362235883138e-05,5.7253335442437955e-05,-3.8686192764390115e-10,-0.0011742207074733617,-1.0929229499618091e-08,0.0002690500986879804,7.2760797721938685e-06,-0.0001450888033674205,-4.299528611024508e-11
TDY UN Equity,-0.004794176085074579,-0.0015711090248091226,3.59560171965775e-05,1.0405142013531856e-09,0.016114575074760336,3.496716476141216e-06,0.00024162204254896195,-0.00024237573983266523,-4.0033322039453604e-05,-5.530039545350906e-11
TECH UW Equity,-0.0019338946110984553,-0.00025761720293703515,5.6132150959443355e-05,6.705088043465777e-10,0.004339543070262356,1.5085830065458012e-07,0.00014756182779811837,-0.00021948440067540314,-5.5438089774173135e-05,1.952068922471549e-11
TEL UN Equity,0.004023915585215091,0.0002241278847215636,-6.269236117446854e-05,5.671417648504921e-10,0.0002949535814448639,-1.4179273570035193e-07,-4.196214698528801e-05,2.040888964563618e-05,-6.866181455373176e-06,-6.000274628245759e-13
TER UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFC UN Equity,-0.01188284064629165,-0.00043024972139020046,0.00023719716279894978,1.794956478362646e-11,0.0044304454659369425,1.9525707861591567e-07,1.3821678963962425e-06,-0.0005520882619521578,-4.104337196945515e-05,-7.51782606901806e-12
TGT UN Equity,-0.010921528319752195,0.0004289388368669618,0.0001838671581830318,-1.1981992306321308e-10,-0.0039052142198667174,-2.1022618113472002e-07,0.0010172094198930407,-7.72364669915209e-05,-4.7780772092775775e-05,-2.661787950429066e-12
TJX UN Equity,-0.014393293264389805,-0.0003359191674597944,0.00017718715648665708,-1.6820887548117522e-09,0.00982236194197698,-1.1248014912010998e-07,0.0005500899437629569,5.661349725483566e-05,-9.583373284851015e-05,9.318949752458477e-12
TKO UN Equity,0.002437032654495642,4.380076191117018e-05,8.351459586332778e-05,1.707292847052027e-11,0.004091274407411787,-1.223830208201319e-05,0.0001322154618208417,-0.0002841143090073688,-2.6653359176417128e-05,-3.764363036645447e-10
TMO UN Equity,-0.022070193207044255,-0.00026863405521967927,0.00020907763400151503,8.009327562880027e-11,0.011738951562377621,2.3441903358176046e-08,1.7884699718713675e-05,-0.00034058549319709733,-8.928875003322042e-05,3.178646504394648e-11
TMUS UW Equity,0.09894197147339981,0.00016734585673214042,9.215233743954239e-07,-3.7312241115705995e-12,0.005924518344969318,-1.7853033622338464e-09,1.5390224786888327e-07,-1.6967059726457848e-07,-0.00086504116728232,5.016633469350199e-11
TPL UN Equity,-0.00016546704889340444,-0.00010202311495345971,0.0003396433082786974,6.897068434194721e-10,0.0004270515307077918,-7.37469057756884e-06,-0.00020637351769195328,8.131126111122339e-05,3.445113221313596e-05,6.052401190979368e-10
TPR UN Equity,-0.003368059696559467,0.0001950764497108709,8.180976616244027e-05,-1.3330174921711102e-10,-0.002323939567090391,-5.084067406842577e-07,-5.16516276301677e-05,0.00015772284463305236,1.1902101590970782e-06,-5.268139340992527e-12
TRGP UN Equity,-0.012572605940519215,-5.711545720402993e-06,0.00015117341592822312,-4.304557741370368e-11,4.857104440271452e-05,-8.73081117892534e-07,-0.0008114944561591561,0.0001191618184721732,6.28473688818842e-05,6.497670038403868e-11
TRMB UW Equity,-0.006259144545231582,-0.00015223543809535572,0.00012890041109526497,-1.0892930783771028e-09,0.013155026832175462,-1.0553443425802908e-06,0.00018251296380011306,-0.0008062974992772455,3.4616805168022596e-05,5.67064106436213e-11
TROW UW Equity,-0.02927421477889343,-0.0005195748035542081,0.00030584623750080816,8.566000693066087e-10,0.004799623308698693,-6.003954882561716e-07,0.0005631598393999963,-0.0004753193115851509,-6.64704872166293e-05,1.3138097207735022e-11
TRV UN Equity,-0.009716079185702388,0.0004556456083259717,0.00028477515647042296,1.1280495401775225e-09,-0.005967136916162663,-3.1322256154191164e-07,0.0001555003378421354,0.0003877944848986336,-6.791452184803421e-05,7.99877634756186e-14
TSCO UW Equity,-0.002791190865554703,-0.00029173743387637794,8.87070416845848e-05,3.5106430721271818e-12,-0.004227519911591028,-3.770088375467151e-07,0.00027026245076952344,0.000576234248800272,-3.7812741017663134e-05,-2.2860119138573597e-11
TSLA UW Equity,-0.006882816560923454,-5.911152528839283e-06,0.0002994984813315913,-1.0947054675076396e-10,0.0020108771831281497,-1.6892138311845948e-07,3.289296085849574e-05,-3.0288526582293007e-05,-0.00010727424786234361,-3.761525881660711e-12
TSN UN Equity,-0.0066817139824400865,-1.5558226212269735e-06,0.00010672067549514994,5.496069506368705e-10,-0.00300499010985336,-2.726351476779718e-07,0.00018441625620881408,-6.320377775776695e-05,-7.33355767100411e-06,5.369432506925973e-11
TT UN Equity,-0.012790906654293051,0.0003708845988083639,6.341798650699253e-05,-5.471738799705591e-10,0.01665584266003753,-1.360345104751936e-06,0.00011396700100669024,-0.00011904602396938524,-5.13753987720256e-05,-5.005265550508496e-12
TTD UQ Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTWO UW Equity,0.002482157575731739,2.42130969914011e-06,-3.4454142153709084e-05,9.228077661474954e-11,0.0026320455468762556,-1.6463463958226444e-06,-5.0064643468472e-06,7.120391470699671e-06,-1.283377604278664e-05,-2.149819984131179e-11
TXN UW Equity,0.006116123256199801,0.0001263760752917924,4.74488662283181e-05,7.914345172300297e-10,0.0001927019057522662,-5.892987164002938e-08,4.5321458312684985e-05,7.79403967580405e-06,-6.653892589133201e-05,-1.1050495581219609e-11
TXT UN Equity,-0.028072300371673714,-1.9936084780051533e-05,0.0004625896249062281,-6.49622359921879e-10,-0.001762906196531304,1.1954783910999501e-07,-0.0004882857032722807,-0.00023118399673490442,0.00011143163902885546,1.116516960901952e-11
TYL UN Equity,-0.002876100257745294,-9.503061348041906e-05,-7.701530471008184e-05,5.470275007909338e-10,0.007798263670045099,1.242514232060014e-06,-7.165691596718328e-05,0.0002728224974990652,-0.00017325290560160566,1.0398013807359201e-10
UAL UW Equity,9.628013036347416e-05,5.287914379303812e-05,5.403282638235487e-05,4.0761612509759815e-10,-0.0035147678775500515,1.8090567256656474e-07,6.286513052278101e-05,2.1062077141598792e-05,-5.2401785015433126e-05,7.974945813869704e-12
UBER UN Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDR UN Equity,-0.014132270765469135,2.740306863522514e-06,0.00028318997900604587,6.890946285518154e-10,-0.0004907281280321685,6.277143497784792e-07,7.273701632055608e-05,-0.00011918733583911513,-0.00016501222694553113,-2.9095035253102124e-11
UHS UN Equity,-0.004114807418840776,-0.00028303332990290894,0.00011342511151629885,-1.757363685621283e-09,-0.003973785591828685,-1.1823577783473219e-07,0.00041392267706553336,0.00024552838382244915,2.278748561400072e-05,2.6779540341080936e-11
ULTA UW Equity,-0.0041536842840717465,-0.00015038565663249125,0.00010670683658600004,5.882853358479328e-11,-0.0031435652333453817,-6.537532762019987e-07,0.0007586591762357977,0.0004217036634315547,-0.00012654774893551212,-2.6293600449112083e-11
UNH UN Equity,-0.009728284909539083,-0.001137256754508921,0.0002155537383267259,1.980104092657877e-10,0.0015824144575630763,1.8476539291027557e-07,0.00028700678553507446,-0.00017347703594035278,-2.40304922903342e-05,5.1357913929867935e-12
UNP UN Equity,-0.012252288879995602,-0.0006133446399952861,0.0001639824131170034,2.5001038035102447e-10,0.013311876828934035,9.196161487630367e-08,0.00016067762708125142,-0.000637769530265713,-5.917517816941745e-05,-4.5015461271566365e-12
UPS UN Equity,-0.008520681693286881,-0.00014633701090266188,0.0002493033453560681,-2.0361037325091807e-09,0.004576841068825773,2.9450766275330467e-09,-2.562335779590503e-05,-7.157785367980347e-06,-5.4357180537682916e-06,4.279481299597052e-12
URI UN Equity,-0.011116540945835928,2.9434413789475e-05,0.00014648463687451542,-2.334215109772432e-10,0.006517569387963525,-1.0544919843694177e-06,1.0780691181787686e-05,7.057556317567655e-05,-9.77018314443999e-05,-5.689211978532534e-11
USB UN Equity,-0.015308389567939333,-0.00011338472279956064,0.0004943271192941943,1.1076482187416307e-09,-0.0011005231859440938,-2.4710992894111274e-07,0.001273591202002858,-0.002095118853679584,-6.630309821954966e-05,-1.9575006474085835e-11
V UN Equity,-0.0008501166618876494,7.92128041358616e-05,0.00011249437831238726,-4.5626601392173693e-10,2.6591529611423307e-05,-2.0916379572170285e-08,-6.439855405443188e-06,0.00021362884608296388,-6.581406226542207e-05,-3.277421420190002e-13
VICI UN Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VLO UN Equity,-0.012941552065694523,-2.3377315032194193e-05,9.312169211391816e-05,7.662121700293615e-10,0.003683495972580672,-3.9290160495651256e-07,0.00038340695877544227,0.0001735589036240867,-3.7970550299696603e-06,-7.457274880089643e-13
VLTO UN Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VMC UN Equity,0.004962128635378637,4.155945642519096e-07,3.176099734768389e-05,-2.661339432640108e-10,0.0033790783105516298,-6.492426125594558e-07,7.939351816612367e-05,9.5646578195086e-05,3.916975680658937e-06,-5.800096703362116e-11
VRSK UW Equity,0.0008619168459993636,-5.007068020530594e-05,0.00010567622061013924,-2.772736440363442e-10,-0.00018081626758511594,1.771405513727267e-08,0.00013623835430934082,5.242849017039017e-06,-0.00011194652177727341,-3.378950255999489e-12
VRSN UW Equity,-0.023293376746420878,-2.999119634388008e-05,0.00037676838858307276,2.780299351691067e-10,0.0036551546935254596,-1.48974106452609e-06,-9.808259660483743e-05,5.717701490961274e-05,-5.61823703120726e-05,4.348891238285216e-11
VRTX UW Equity,-0.00318875939923748,1.2684486455663133e-06,0.00013526237907333916,-1.9214716476095808e-10,-0.0013168056731804661,-7.648212186969979e-08,-1.5104829948192798e-06,7.029486105094595e-06,-3.087565679715803e-05,1.9928664745106925e-11
VST UN Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTR UN Equity,-0.020643721061008362,-0.00013902637918125196,0.00040531096567730004,-1.7571069520443862e-10,0.0010298394016389912,2.3414856612070646e-07,-1.5193943654498421e-05,8.611275033687329e-05,-8.077775921623447e-05,1.5152230207088565e-11
VTRS UW Equity,0.0008543214230694875,1.0922018680858833e-05,6.728828641667919e-05,-6.340583957653827e-11,0.002361270800536865,-2.4205905062463844e-07,-3.647429106757504e-05,1.7015107973412182e-05,-9.015377490278342e-06,1.5934312317902203e-11
VZ UN Equity,-0.006469331685001481,0.00010770181763401963,0.0002032289128268416,2.3067614068567314e-10,-0.003991237996431191,-2.5568833133026998e-09,-6.128830323928779e-05,2.2912707458469723e-05,-2.5983828458238275e-05,1.1843224534224317e-12
WAB UN Equity,-0.0035773802259696503,-0.0003888301341996781,7.720852262065492e-05,-1.502968348107284e-10,0.005809061435905169,-2.081302034448924e-07,0.0009673918405114732,-0.00041054998466084436,-9.50459744579283e-05,-6.555463793747962e-11
WAT UN Equity,-0.009009234469245677,-0.00022956602133430528,4.501642061568836e-05,3.5922444371421704e-10,0.002225141990868589,-1.6444955715131992e-08,0.0001385107788962704,6.01342651010411e-05,-5.746226493334238e-05,-3.4232379193350102e-12
WBD UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDAY UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDC UW Equity,0.00029298852732510816,-0.0020272840278832,2.2964391636245765e-05,7.902920718082922e-11,0.0008076473552729819,8.068016135028116e-07,4.3865020606124935e-05,-4.427609460023772e-06,-8.189531606849205e-06,3.5061269553150535e-12
WEC UN Equity,-8.113134750479352e-05,-0.0002560184849781637,7.803690423936582e-05,1.480620059249706e-10,0.005113282204451687,1.1844560104482646e-07,-1.9546712742998284e-05,-2.4041032173322802e-05,-1.157797532668412e-05,7.033125436061401e-12
WELL UN Equity,-0.010734865930902733,-1.3837648291460344e-06,0.00028309023426685527,-2.388927885713698e-10,-0.0003332378410393063,3.33279563318864e-08,7.796829162851497e-05,-0.0005379287268332259,-6.045174119630708e-05,1.1383424326912896e-11
WFC UN Equity,-0.012775125652422085,-0.0019724364998732844,0.0004295171325711238,7.077513680684371e-10,0.003924761305080365,1.5098883163150306e-08,0.00041164627058033325,0.00010166577078734595,-0.00013550991749013098,-8.414127471767057e-13
WM UN Equity,-0.005433968955293468,0.0008804682916214712,0.00021642503067815215,-4.553214912600603e-10,-0.002282338567741998,-7.908416262872146e-07,0.00019224223415288186,-7.751461024055477e-05,-3.616046803461003e-05,-2.0157659726999486e-11
WMB UN Equity,-0.01354738521419334,0.00014629618424568243,0.0001780216667203421,5.265749801804404e-10,0.0016845505048992933,-3.421866832736767e-07,-1.4838169891432434e-05,-4.788155171294547e-05,-1.916578362031917e-05,4.801116678696759e-13
WRB UN Equity,-0.005312566059951319,-0.00012048957367362064,0.00012437675845034684,4.061067184703885e-10,-0.0007473347746133031,5.776314461828244e-07,-3.692170318192891e-05,-0.00011790748439821199,-6.870895826569936e-05,1.465745713438847e-10
WSM UN Equity,0.0003787399995145769,-2.5369530084757983e-05,0.00012979627791160706,-2.0184460428009896e-10,0.003880205678608779,1.8820070914129302e-06,0.0005415176887286308,-0.0005828250572340602,-0.00015751600799709223,-2.824017180633584e-11
WST UN Equity,-0.009006466351963088,-6.55532580015231e-05,0.000152504174454951,-1.807429533414187e-11,0.003767660907394684,5.496226825070243e-07,8.483149074220824e-05,-0.00023874407744878568,-3.742055644683304e-05,-1.2284310001641069e-10
WTW UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WY UN Equity,-0.022681756923029872,3.7127168037701356e-06,0.0003078063097259073,-8.70627746793185e-11,0.00046733747583227025,-1.450502553264396e-07,6.234813995441975e-05,-1.952420673724138e-05,-9.899203120528868e-06,-1.2788122423006732e-11
WYNN UW Equity,-0.007831101158250971,-6.308218417371517e-08,0.000284969736775966,-5.720181049738936e-10,-0.001161824160169544,-1.0227184941676146e-06,0.000669157423133351,-1.3958124746511627e-06,3.9388430188398755e-05,-1.825496847290338e-11
XEL UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOM UN Equity,-0.020712897147015238,-0.0010758511303327729,0.0005415772963576597,-1.1126890856355913e-09,0.014420146118653655,3.6773324964110847e-09,0.0007858575380359401,-0.0007019013547672115,1.3437100080351897e-05,-9.461012003836669e-13
XYL UN Equity,0.00943884860287623,0.0004929198286757348,0.00013281099938628374,1.4584666431057288e-09,0.005803971364614387,-3.130655494201993e-06,2.38827168214252e-06,6.997612114701334e-07,-9.890423844441257e-05,1.0010456080442116e-10
XYZ UN Equity,0.09881275540577052,-0.0007168649399088337,-0.00027436894451612394,-3.5695028402225575e-09,-0.00027029183557004217,-2.3544151284151344e-05,1.550578894696097e-06,-0.0036931114914965676,0.0010034256883929885,3.424190575462851e-11
YUM UN Equity,-0.006046126783630165,-0.0002787571016230233,0.000124047852008276,-1.3013821416238185e-09,0.006172135605011998,1.0287843179349707e-07,1.558129624097403e-05,1.1829720151349659e-05,-7.844115410444362e-05,-6.946004469483997e-12
ZBH UN Equity,-0.015381321963938195,-1.7334281049809545e-06,0.00015135849439662136,2.5075704990483924e-10,0.005129318984863123,-2.4989055960822216e-07,2.8381789454617385e-05,-6.102005676498003e-05,-4.17489882037348e-05,2.7255608960602683e-11
ZBRA UW Equity,-0.004463751608071637,-1.3454630618418368e-07,5.646160636982375e-05,-4.2842260335409326e-10,0.0032709145855120735,-1.3826506464261345e-06,-7.069125870367601e-05,-1.4650446374819374e-05,2.6987126648410432e-05,1.9344069619742317e-10
ZTS UN Equity,0.011573072388803014,0.0008824138405165947,-0.0006960936752193904,-9.265548010500411e-11,4.299635520923616e-05,-2.9906016546467735e-08,0.00019770706135397714,0.00011483165023133029,-0.00026303565874627834,8.418591185569212e-12
